fam_sample	compare_sample	type	bc_dist
MHH595	MHS120	fam-fam	0.334166333542
MHH595	MHS138	fam-fam	0.189418778413
MHH595	MHH594	fam-fam	0.617024261702
MHH595	MHS119	fam-fam	0.496827849048
MHH595	MHS137	fam-fam	0.622585567905
MHH595	MBH043	fam-fam	0.327489399123
MHH595	MBH052	fam-fam	0.35139720271
MHH595	MBH059	fam-fam	0.745960123788
MHH595	MBH060	fam-fam	0.366609641652
MHH595	MBH089	fam-fam	0.594523039178
MHH595	MBS1141	fam-fam	0.806322261264
MHH595	MBS1174	fam-fam	0.426181256545
MHH595	MHH336	fam-fam	0.6543433
MHH595	MHH366	fam-fam	0.461206992241
MHH595	MHH552	fam-fam	0.422642269057
MHH595	MHH616	fam-fam	0.47247816812
MHH595	MBH050	fam-fam	0.4054990811
MHH595	MBH056	fam-fam	0.276952419238
MHH595	MBH066	fam-fam	0.430777243078
MHH595	MBH070	fam-fam	0.531208982802
MHH595	MBH094	fam-fam	0.4248702
MHH595	MBS1151	fam-fam	0.510759428766
MHH595	MHH259	fam-fam	0.41750434175
MHH595	MHH348	fam-fam	0.386566107985
MHH595	MHH371	fam-fam	0.402833880567
MHH595	MHH565	fam-fam	0.48623987156
MHH595	MBH053	fam-fam	0.330187099528
MHH595	MBH055	fam-fam	0.36460046823
MHH595	MBH062	fam-fam	0.342993334299
MHH595	MBH069	fam-fam	0.373738143435
MHH595	MBS1116	fam-fam	0.251389325139
MHH595	MBS1150	fam-fam	0.49510084951
MHH595	MHH258	fam-fam	0.496811474841
MHH595	MHH347	fam-fam	0.475748473787
MHH595	MHH372	fam-fam	0.479563695913
MHH595	MHH564	fam-fam	0.285117821279
MHH595	MBH046	fam-fam	0.718213285911
MHH595	MBH049	fam-fam	0.349516204855
MHH595	MBH054	fam-fam	0.692186269219
MHH595	MBH061	fam-fam	0.430504986101
MHH595	MBH068	fam-fam	0.355381803307
MHH595	MBH095	fam-fam	0.52414950483
MHH595	MBS1149	fam-fam	0.647523311881
MHH595	MHH261	fam-fam	0.470812794163
MHH595	MHH346	fam-fam	0.489158846748
MHH595	MHH370	fam-fam	0.554559633184
MHH595	MHH563	fam-fam	0.585311879266
MHH595	MBH084	fam-fam	0.582510258251
MHH595	MBH091	fam-fam	0.449736944974
MHH595	MBH093	fam-fam	0.72803211841
MHH595	MBS1124	fam-fam	0.61353454203
MHH595	MBS1160	fam-fam	0.524940857482
MHH595	MHH266	fam-fam	0.588414858841
MHH595	MHH357	fam-fam	0.516836979209
MHH595	MHH381	fam-fam	0.49406682411
MHH595	MHH394	fam-fam	0.476824116888
MHH595	MHH607	fam-fam	0.493477098695
MHH595	MHS142	fam-fam	0.378223637822
MHH595	MBH078	fam-fam	0.582307337346
MHH595	MBH083	fam-fam	0.707055326764
MHH595	MBH090	fam-fam	0.550830510166
MHH595	MBH092	fam-fam	0.598931099733
MHH595	MBS1123	fam-fam	0.650468412617
MHH595	MBS1159	fam-fam	0.639372109843
MHH595	MHH265	fam-fam	0.684633652695
MHH595	MHH356	fam-fam	0.604670701168
MHH595	MHH380	fam-fam	0.648882312221
MHH595	MHH393	fam-fam	0.623250505813
MHH595	MHH597	fam-fam	0.544452254445
MHH595	MHS141	fam-fam	0.484458819561
MHH595	MBS1163	fam-fam	0.580560874168
MHH595	MHH257	fam-fam	0.529079835178
MHH595	MHH359	fam-fam	0.67060076706
MHH595	MHH375	fam-fam	0.498083049808
MHH595	MHH396	fam-fam	0.537677084419
MHH595	MHH574	fam-fam	0.580974458097
MHH595	MHH623	fam-fam	0.498583574646
MHH595	MBS1121	fam-fam	0.61517196531
MHH595	MBS1128	fam-fam	0.645596146839
MHH595	MBS1135	fam-fam	0.580645558065
MHH595	MBS1142	fam-fam	0.555466055547
MHH595	MHH256	fam-fam	0.488067348807
MHH595	MHH358	fam-fam	0.441581260395
MHH595	MHH376	fam-fam	0.520158952016
MHH595	MHH395	fam-fam	0.557711389428
MHH595	MHH573	fam-fam	0.374303512291
MHH595	MHH622	fam-fam	0.377233768862
MHH595	MBS1137	fam-fam	0.687528837506
MHH595	MBS1144	fam-fam	0.719689901891
MHH595	MBS1162	fam-fam	0.743496635874
MHH595	MBS1169	fam-fam	0.611142661114
MHH595	MHH264	fam-fam	0.679249751887
MHH595	MHH352	fam-fam	0.563190868957
MHH595	MHH384	fam-fam	0.409688440969
MHH595	MHH554	fam-fam	0.426124127837
MHH595	MHH590	fam-fam	0.435133128243
MHH595	MHS124	fam-fam	0.724378531095
MHH595	MBS1136	fam-fam	0.637473127495
MHH595	MBS1143	fam-fam	0.687548421887
MHH595	MBS1161	fam-fam	0.43915168783
MHH595	MBS1168	fam-fam	0.560185346065
MHH595	MHH263	fam-fam	0.510112302022
MHH595	MHH351	fam-fam	0.605523101381
MHH595	MHH383	fam-fam	0.687396137479
MHH595	MHH553	fam-fam	0.455138691028
MHH595	MHH589	fam-fam	0.389129769456
MHH595	MHH624	fam-fam	0.539044653904
MHH595	MHH335	fam-fam	0.716458943292
MHH595	MHH343	fam-fam	0.430816614622
MHH595	MHH369	fam-fam	0.571735414347
MHH595	MHH397	fam-fam	0.585063996266
MHH595	MHH566	fam-fam	0.523846452385
MHH595	MHH592	fam-fam	0.398417279683
MHH595	MHH621	fam-fam	0.635697345355
MHH595	MHH338	fam-fam	0.430074914511
MHH595	MHH339	fam-fam	0.391044878209
MHH595	MHH353	fam-fam	0.596750479025
MHH595	MHH374	fam-fam	0.415102353776
MHH595	MHH529	fam-fam	0.378043975609
MHH595	MHH576	fam-fam	0.49630244963
MHH595	MHH606	fam-fam	0.602804780841
MHH595	MHS121	fam-fam	0.327818032782
MHH595	MHH516	fam-fam	0.498595499719
MHH595	MHH520	fam-fam	0.444783705674
MHH595	MHH534	fam-fam	0.516456427468
MHH595	MHH551	fam-fam	0.662113949317
MHH595	MHH567	fam-fam	0.220309644062
MHH595	MHH588	fam-fam	0.332461366492
MHH595	MHH617	fam-fam	0.395909239591
MHH595	MHS132	fam-fam	0.432523514879
MHH595	MHH540	fam-fam	0.772739954548
MHH595	MHH545	fam-fam	0.778145888907
MHH595	MHH619	fam-fam	0.786960878696
MHH595	MHS127	fam-fam	0.449550744955
MHH595	MHH535	fam-pos	0.993883699694
MHH595	MHH549	fam-pos	0.964572796457
MHH595	MHH559	fam-pos	0.965008793002
MHH595	MHH572	fam-pos	0.99704869941
MHH595	MHH602	fam-pos	0.961895594284
MHH595	MHH627	fam-pos	0.957823085238
MHH595	MBH039	fam-pos	0.787850868178
MHH595	MBH040	fam-pos	0.799764169965
MHH595	MBH041	fam-pos	0.699407294793
MHH595	MBH047	fam-pos	0.529324982331
MHH595	MBH073	fam-pos	0.663971883199
MHH595	MBS1120	fam-pos	0.77059726559
MHH595	MBH042	fam-pos	0.876431869108
MHH595	MBH044	fam-pos	0.818444290922
MHH595	MBH051	fam-pos	0.818670081867
MHH595	MBH057	fam-pos	0.574181778709
MHH595	MBH063	fam-pos	0.574373172312
MHH595	MBH085	fam-pos	0.364322041081
MHH595	MBH045	fam-pos	0.745427523628
MHH595	MBH048	fam-pos	0.535691560707
MHH595	MBH058	fam-pos	0.392928878586
MHH595	MBH065	fam-pos	0.371444405717
MHH595	MBH072	fam-pos	0.736486547297
MHH595	MBH082	fam-pos	0.476445069111
MHH595	MBH086	fam-pos	0.433317886664
MHH595	MBS1138	fam-pos	0.4886698233
MHH595	MHH247	fam-pos	0.537478307496
MHH595	MHH328	fam-pos	0.762042352408
MHH595	MHH363	fam-pos	0.71911902978
MHH595	MHH389	fam-pos	0.593222059322
MHH595	MHH582	fam-pos	0.360327172065
MHH595	MHH630	fam-pos	0.41906631286
MHH595	MBH077	fam-pos	0.7760007664
MHH595	MBH079	fam-pos	0.941047491157
MHH595	MBH088	fam-pos	0.685221437044
MHH595	MBH096	fam-pos	0.70499771475
MHH595	MBS1119	fam-pos	0.8944374
MHH595	MBS1125	fam-pos	0.520930656279
MHH595	MBS1139	fam-pos	0.493608998722
MHH595	MBS1154	fam-pos	0.442116604741
MHH595	MBS1129	fam-pos	0.427295071365
MHH595	MBS1132	fam-pos	0.445530644553
MHH595	MBS1148	fam-pos	0.823372147012
MHH595	MHH361	fam-pos	0.452638845264
MHH595	MBS1130	fam-pos	0.997394599609
MHH595	MBS1146	fam-pos	0.517356255207
MHH595	MBS1164	fam-pos	0.997828399457
MHH595	MBS1172	fam-pos	0.994871098718
MHH595	MHH329	fam-pos	0.99695179939
MHH595	MHH362	fam-pos	0.86486887973
MHH595	MHH386	fam-pos	0.910621477655
MHH595	MHH537	fam-pos	0.950143392522
MHH595	MHH579	fam-pos	0.960364190091
MHH595	MBS1134	fam-pos	0.812340781234
MHH595	MBS1147	fam-pos	0.538468753847
MHH595	MBS1158	fam-pos	0.353567435357
MHH595	MBS1170	fam-pos	0.473976668494
MHH595	MHH271	fam-pos	0.547481964245
MHH595	MHH364	fam-pos	0.613128180656
MHH595	MHH251	fam-pos	0.425579527674
MHH595	MHH272	fam-pos	0.423067242307
MHH595	MHH327	fam-pos	0.455283591057
MHH595	MHH333	fam-pos	0.420915613137
MHH595	MHH340	fam-pos	0.660766549115
MHH595	MHH270	fam-pos	0.358356207507
MHH595	MHH330	fam-pos	0.437926071896
MHH595	MHH337	fam-pos	0.910430677608
MHH595	MHH342	fam-pos	0.668096350214
MHH595	MHH349	fam-pos	0.829916065983
MHH595	MHH539	fam-pos	0.910083073025
MHH595	MHH558	fam-pos	0.779583266937
MHH595	MHH568	fam-pos	0.744044848809
MHH595	MHH577	fam-pos	0.732492546499
MHH595	MHS125	fam-pos	0.664069383203
MHH595	MHH528	fam-pos	0.347092334709
MHH595	MHH532	fam-pos	0.557209511442
MHH595	MHH548	fam-pos	0.461359638408
MHH595	MHH571	fam-pos	0.588724897181
MHH595	MHH603	fam-pos	0.538393284598
MHH595	MHH626	fam-pos	0.405698551425
MHH595	MHS135	fam-pos	0.741227248245
MHH595	MHH515	fam-pos	0.866140879921
MHH595	MHH518	fam-pos	0.813094962619
MHH595	MHH531	fam-pos	0.928086896404
MHH595	MHH546	fam-pos	0.881089188109
MHH595	MHH527	fam-pos	0.6676289
MHH595	MHH538	fam-pos	0.509473828316
MHH595	MHH544	fam-pos	0.780115189006
MHH595	MHH618	fam-pos	0.523158204632
MHH595	MHS130	fam-pos	0.675123502537
MHH595	MHH514	fam-pos	0.647378282369
MHH595	MHH521	fam-pos	0.510043151004
MHH595	MHH533	fam-pos	0.769280565392
MHH595	MHH543	fam-pos	0.598390539759
MHH595	MHH556	fam-pos	0.613012922603
MHH595	MHH584	fam-pos	0.722573658386
MHH595	MHH614	fam-pos	0.492404622342
MHH595	MHS131	fam-pos	0.473584615755
MHH595	MHH583	fam-pos	0.964881894732
MHH595	MHH593	fam-pos	0.960579090145
MHH595	MHH609	fam-pos	0.965049794757
MHH595	MHH611	fam-pos	0.964524891131
MHH595	MBS1117	fam-neg0	0.38820013882
MHH595	MBH064	fam-neg0	0.385876146469
MHH595	MBH071	fam-neg0	0.39689843969
MHH595	MBH075	fam-neg0	0.423663855916
MHH595	MBS1122	fam-neg0	0.478471521771
MHH595	MBS1127	fam-neg0	0.83740046748
MHH595	MBS1131	fam-neg0	0.836796267359
MHH595	MBS1156	fam-neg0	0.781470156294
MHH595	MBS1166	fam-neg0	0.412046553012
MHH595	MBS1165	fam-neg0	0.979435395887
MHH595	MBS1171	fam-neg0	0.58946473842
MHH595	MHH378	fam-neg0	0.889619577924
MHH595	MHH550	fam-neg0	0.488068472017
MHH595	MHH605	fam-neg0	0.57220567861
MHH595	MHS139	fam-neg0	0.421152584231
MHH595	MHH557	fam-neg0	0.406651221995
MHH595	MHH561	fam-neg0	0.805756870864
MHH595	MHH615	fam-neg0	0.993065998266
MHH595	MHH517	fam-neg2	0.480742848074
MHH595	MHH600	fam-neg2	0.59104009776
MHH595	MHS134	fam-neg2	0.432720314908
MHH595	MHH334	fam-neg2	0.770206677021
MHH595	MHH365	fam-neg2	0.675670586485
MHH595	MHH547	fam-neg2	0.64015032803
MHH595	MHH612	fam-neg2	0.452194
MHH595	MHH262	fam-neg2	0.325088431272
MHH595	MHH345	fam-neg2	0.42260078452
MHH595	MHH368	fam-neg2	0.542462308492
MHH595	MHH267	fam-neg2	0.687075453061
MHH595	MHH355	fam-neg2	0.400565250141
MHH595	MHH382	fam-neg2	0.596379078914
MHH595	MHH391	fam-neg2	0.607099101775
MHH595	MHH599	fam-neg2	0.736175120853
MHH595	MHS140	fam-neg2	0.458582391716
MHH595	MHH360	fam-neg2	0.690651553598
MHH595	MHH536	fam-neg2	0.455495463874
MHH595	MHH570	fam-neg2	0.502028050608
MHH595	MHH620	fam-neg2	0.548230854823
MHH595	MHH350	fam-neg2	0.644803393441
MHH595	MHH387	fam-neg2	0.390376978075
MHH595	MHH526	fam-neg2	0.567042148465
MHH595	MHH629	fam-neg2	0.387217046804
MHH595	MHH555	fam-neg2	0.431905257976
MHH595	MHH586	fam-neg2	0.516272354882
MHH595	MHS123	fam-neg2	0.589942176983
MHH595	MHH578	fam-neg2	0.665488566549
MHH595	MHS118	fam-neg2	0.51900202785
MHH595	MHH525	fam-neg2	0.43874828775
MHH595	MHH560	fam-neg2	0.518431179608
MHH595	MHH591	fam-neg2	0.658567831714
MHH595	MHS126	fam-neg2	0.550831632625
MHH595	MHH523	fam-neg2	0.799694579969
MHH595	MHH610	fam-neg2	0.461025719154
MHH595	MHH628	fam-neg2	0.457769110219
MHH595	MHH613	fam-neg2	0.819997745999
MHH595	MHS128	fam-neg2	0.736085047217
MHS120	MHH595	fam-fam	0.334166333542
MHS120	MHS138	fam-fam	0.4349141
MHS120	MHH594	fam-fam	0.422611028869
MHS120	MHS119	fam-fam	0.410954211643
MHS120	MHS137	fam-fam	0.466975893395
MHS120	MBH043	fam-fam	0.5329688
MHS120	MBH052	fam-fam	0.523334
MHS120	MBH059	fam-fam	0.742707461406
MHS120	MBH060	fam-fam	0.440663244066
MHS120	MBH089	fam-fam	0.5704525
MHS120	MBS1141	fam-fam	0.627826281391
MHS120	MBS1174	fam-fam	0.417015241702
MHS120	MHH336	fam-fam	0.609615258558
MHS120	MHH366	fam-fam	0.679943083997
MHS120	MHH552	fam-fam	0.647293511823
MHS120	MHH616	fam-fam	0.697640569764
MHS120	MBH050	fam-fam	0.612532680627
MHS120	MBH056	fam-fam	0.550866155087
MHS120	MBH066	fam-fam	0.635817518209
MHS120	MBH070	fam-fam	0.64119546412
MHS120	MBH094	fam-fam	0.631654855252
MHS120	MBS1151	fam-fam	0.549588409918
MHS120	MHH259	fam-fam	0.488444325578
MHS120	MHH348	fam-fam	0.4274503
MHS120	MHH371	fam-fam	0.577227578861
MHS120	MHH565	fam-fam	0.57010495701
MHS120	MBH053	fam-fam	0.5214448
MHS120	MBH055	fam-fam	0.521450747855
MHS120	MBH062	fam-fam	0.585850520707
MHS120	MBH069	fam-fam	0.555109155511
MHS120	MBS1116	fam-fam	0.457445427128
MHS120	MBS1150	fam-fam	0.566177421691
MHS120	MHH258	fam-fam	0.435694456431
MHS120	MHH347	fam-fam	0.469172453083
MHS120	MHH372	fam-fam	0.473013673651
MHS120	MHH564	fam-fam	0.442212044221
MHS120	MBH046	fam-fam	0.707809629219
MHS120	MBH049	fam-fam	0.56379743457
MHS120	MBH054	fam-fam	0.684429615779
MHS120	MBH061	fam-fam	0.572644778632
MHS120	MBH068	fam-fam	0.583003
MHS120	MBH095	fam-fam	0.561044678052
MHS120	MBS1149	fam-fam	0.689722068972
MHS120	MHH261	fam-fam	0.574330378717
MHS120	MHH346	fam-fam	0.553819933073
MHS120	MHH370	fam-fam	0.5896957
MHS120	MHH563	fam-fam	0.636941536306
MHS120	MBH084	fam-fam	0.683817415809
MHS120	MBH091	fam-fam	0.567419821629
MHS120	MBH093	fam-fam	0.738956960844
MHS120	MBS1124	fam-fam	0.622798
MHS120	MBS1160	fam-fam	0.503592425539
MHS120	MHH266	fam-fam	0.588448120578
MHS120	MHH357	fam-fam	0.525321252532
MHS120	MHH381	fam-fam	0.3867364
MHS120	MHH394	fam-fam	0.50319750064
MHS120	MHH607	fam-fam	0.557497677875
MHS120	MHS142	fam-fam	0.531040223448
MHS120	MBH078	fam-fam	0.5956906
MHS120	MBH083	fam-fam	0.711952071195
MHS120	MBH090	fam-fam	0.542691877135
MHS120	MBH092	fam-fam	0.588868258887
MHS120	MBS1123	fam-fam	0.65249886525
MHS120	MBS1159	fam-fam	0.645925364593
MHS120	MHH265	fam-fam	0.5015775
MHS120	MHH356	fam-fam	0.468952246895
MHS120	MHH380	fam-fam	0.585659158566
MHS120	MHH393	fam-fam	0.453919945392
MHS120	MHH597	fam-fam	0.448437627578
MHS120	MHS141	fam-fam	0.442565988513
MHS120	MBS1163	fam-fam	0.560649134097
MHS120	MHH257	fam-fam	0.348910369782
MHS120	MHH359	fam-fam	0.620175718991
MHS120	MHH375	fam-fam	0.502277624886
MHS120	MHH396	fam-fam	0.51679615168
MHS120	MHH574	fam-fam	0.554769422262
MHS120	MHH623	fam-fam	0.413206141321
MHS120	MBS1121	fam-fam	0.577906215581
MHS120	MBS1128	fam-fam	0.6501005
MHS120	MBS1135	fam-fam	0.592151120392
MHS120	MBS1142	fam-fam	0.498249725088
MHS120	MHH256	fam-fam	0.527085523646
MHS120	MHH358	fam-fam	0.429753042975
MHS120	MHH376	fam-fam	0.495365025232
MHS120	MHH395	fam-fam	0.575777457578
MHS120	MHH573	fam-fam	0.478004221701
MHS120	MHH622	fam-fam	0.537744846226
MHS120	MBS1137	fam-fam	0.659788082989
MHS120	MBS1144	fam-fam	0.689235237847
MHS120	MBS1162	fam-fam	0.721510172151
MHS120	MBS1169	fam-fam	0.630051818497
MHS120	MHH264	fam-fam	0.6466077
MHS120	MHH352	fam-fam	0.560544934082
MHS120	MHH384	fam-fam	0.576141421193
MHS120	MHH554	fam-fam	0.593347539002
MHS120	MHH590	fam-fam	0.587321082536
MHS120	MHS124	fam-fam	0.693482269348
MHS120	MBS1136	fam-fam	0.614425980721
MHS120	MBS1143	fam-fam	0.673283567328
MHS120	MBS1161	fam-fam	0.492315274616
MHS120	MBS1168	fam-fam	0.525028205006
MHS120	MHH263	fam-fam	0.536859476843
MHS120	MHH351	fam-fam	0.569150556915
MHS120	MHH383	fam-fam	0.683181484159
MHS120	MHH553	fam-fam	0.548626377431
MHS120	MHH589	fam-fam	0.475562552444
MHS120	MHH624	fam-fam	0.552623422369
MHS120	MHH335	fam-fam	0.6940064847
MHS120	MHH343	fam-fam	0.6248059
MHS120	MHH369	fam-fam	0.572621478631
MHS120	MHH397	fam-fam	0.647644864764
MHS120	MHH566	fam-fam	0.590770120461
MHS120	MHH592	fam-fam	0.550181377509
MHS120	MHH621	fam-fam	0.6091053
MHS120	MHH338	fam-fam	0.6275725
MHS120	MHH339	fam-fam	0.442618472131
MHS120	MHH353	fam-fam	0.419834512975
MHS120	MHH374	fam-fam	0.618775661878
MHS120	MHH529	fam-fam	0.578266678913
MHS120	MHH576	fam-fam	0.690224215489
MHS120	MHH606	fam-fam	0.675847851377
MHS120	MHS121	fam-fam	0.523712223814
MHS120	MHH516	fam-fam	0.483678774184
MHS120	MHH520	fam-fam	0.398287479657
MHS120	MHH534	fam-fam	0.5305547
MHS120	MHH551	fam-fam	0.6429874
MHS120	MHH567	fam-fam	0.426913371346
MHS120	MHH588	fam-fam	0.479568573978
MHS120	MHH617	fam-fam	0.440910327954
MHS120	MHS132	fam-fam	0.4997612
MHS120	MHH540	fam-fam	0.795072489754
MHS120	MHH545	fam-fam	0.796689420331
MHS120	MHH619	fam-fam	0.809984709501
MHS120	MHS127	fam-fam	0.505435324728
MHS120	MHH535	fam-pos	0.99330470067
MHS120	MHH549	fam-pos	0.953930002304
MHS120	MHH559	fam-pos	0.952382297619
MHS120	MHH572	fam-pos	0.995505499775
MHS120	MHH602	fam-pos	0.9509416
MHS120	MHH627	fam-pos	0.947322089464
MHS120	MBH039	fam-pos	0.5982917
MHS120	MBH040	fam-pos	0.6150614
MHS120	MBH041	fam-pos	0.671221234244
MHS120	MBH047	fam-pos	0.54269875427
MHS120	MBH073	fam-pos	0.617371138263
MHS120	MBS1120	fam-pos	0.5609012
MHS120	MBH042	fam-pos	0.860573286057
MHS120	MBH044	fam-pos	0.820039617996
MHS120	MBH051	fam-pos	0.786033310698
MHS120	MBH057	fam-pos	0.584363541564
MHS120	MBH063	fam-pos	0.573383036007
MHS120	MBH085	fam-pos	0.428040242804
MHS120	MBH045	fam-pos	0.698023054703
MHS120	MBH048	fam-pos	0.388970208346
MHS120	MBH058	fam-pos	0.483453074173
MHS120	MBH065	fam-pos	0.4860587
MHS120	MBH072	fam-pos	0.520851376043
MHS120	MBH082	fam-pos	0.547548454755
MHS120	MBH086	fam-pos	0.587471979374
MHS120	MBS1138	fam-pos	0.6764927
MHS120	MHH247	fam-pos	0.64919468246
MHS120	MHH328	fam-pos	0.728224186411
MHS120	MHH363	fam-pos	0.685976468598
MHS120	MHH389	fam-pos	0.579063721047
MHS120	MHH582	fam-pos	0.535332276767
MHS120	MHH630	fam-pos	0.5562764
MHS120	MBH077	fam-pos	0.7254101
MHS120	MBH079	fam-pos	0.9245708
MHS120	MBH088	fam-pos	0.637460781873
MHS120	MBH096	fam-pos	0.660395667921
MHS120	MBS1119	fam-pos	0.874887518767
MHS120	MBS1125	fam-pos	0.65506504826
MHS120	MBS1139	fam-pos	0.678419983921
MHS120	MBS1154	fam-pos	0.639106827821
MHS120	MBS1129	fam-pos	0.615387338461
MHS120	MBS1132	fam-pos	0.642099517895
MHS120	MBS1148	fam-pos	0.807499371125
MHS120	MHH361	fam-pos	0.612736719363
MHS120	MBS1130	fam-pos	0.9960362
MHS120	MBS1146	fam-pos	0.695900054385
MHS120	MBS1164	fam-pos	0.996466799647
MHS120	MBS1172	fam-pos	0.993437599344
MHS120	MHH329	fam-pos	0.995643299782
MHS120	MHH362	fam-pos	0.8579957
MHS120	MHH386	fam-pos	0.905643890564
MHS120	MHH537	fam-pos	0.9434085
MHS120	MHH579	fam-pos	0.960742096074
MHS120	MBS1134	fam-pos	0.615859119207
MHS120	MBS1147	fam-pos	0.398668730067
MHS120	MBS1158	fam-pos	0.445820327709
MHS120	MBS1170	fam-pos	0.504466950447
MHS120	MHH271	fam-pos	0.401805810271
MHS120	MHH364	fam-pos	0.434549556545
MHS120	MHH251	fam-pos	0.643775246566
MHS120	MHH272	fam-pos	0.58580972071
MHS120	MHH327	fam-pos	0.637370681869
MHS120	MHH333	fam-pos	0.4699698
MHS120	MHH340	fam-pos	0.6081018
MHS120	MHH270	fam-pos	0.592963938945
MHS120	MHH330	fam-pos	0.603251339675
MHS120	MHH337	fam-pos	0.894741889474
MHS120	MHH342	fam-pos	0.7060315
MHS120	MHH349	fam-pos	0.813446590672
MHS120	MHH539	fam-pos	0.912108086816
MHS120	MHH558	fam-pos	0.7703906
MHS120	MHH568	fam-pos	0.727035086352
MHS120	MHH577	fam-pos	0.556781177839
MHS120	MHS125	fam-pos	0.492377950762
MHS120	MHH528	fam-pos	0.501856824907
MHS120	MHH532	fam-pos	0.61620238081
MHS120	MHH548	fam-pos	0.647548547132
MHS120	MHH571	fam-pos	0.641309264131
MHS120	MHH603	fam-pos	0.581626758163
MHS120	MHH626	fam-pos	0.574069057407
MHS120	MHS135	fam-pos	0.720978286049
MHS120	MHH515	fam-pos	0.8537322
MHS120	MHH518	fam-pos	0.712771185639
MHS120	MHH531	fam-pos	0.918292808171
MHS120	MHH546	fam-pos	0.868162906592
MHS120	MHH527	fam-pos	0.672023749196
MHS120	MHH538	fam-pos	0.671236734247
MHS120	MHH544	fam-pos	0.743618425638
MHS120	MHH618	fam-pos	0.604982580249
MHS120	MHS130	fam-pos	0.652218647833
MHS120	MHH514	fam-pos	0.640805535919
MHS120	MHH521	fam-pos	0.689852315507
MHS120	MHH533	fam-pos	0.7580968
MHS120	MHH543	fam-pos	0.6852735
MHS120	MHH556	fam-pos	0.678363983918
MHS120	MHH584	fam-pos	0.7109141
MHS120	MHH614	fam-pos	0.68009883602
MHS120	MHS131	fam-pos	0.65969913194
MHS120	MHH583	fam-pos	0.9540179
MHS120	MHH593	fam-pos	0.946334294633
MHS120	MHH609	fam-pos	0.9532415
MHS120	MHH611	fam-pos	0.953655795366
MHS120	MBS1117	fam-neg0	0.61099681945
MHS120	MBH064	fam-neg0	0.582952358295
MHS120	MBH071	fam-neg0	0.570131121493
MHS120	MBH075	fam-neg0	0.57809915781
MHS120	MBS1122	fam-neg0	0.3636882
MHS120	MBS1127	fam-neg0	0.82080279104
MHS120	MBS1131	fam-neg0	0.773457688673
MHS120	MBS1156	fam-neg0	0.74040658702
MHS120	MBS1166	fam-neg0	0.600644660064
MHS120	MBS1165	fam-neg0	0.962497298125
MHS120	MBS1171	fam-neg0	0.7460004
MHS120	MHH378	fam-neg0	0.878835993942
MHS120	MHH550	fam-neg0	0.553745155375
MHS120	MHH605	fam-neg0	0.53590474641
MHS120	MHS139	fam-neg0	0.628886381444
MHS120	MHH557	fam-neg0	0.596270439441
MHS120	MHH561	fam-neg0	0.6190461
MHS120	MHH615	fam-neg0	0.988692798869
MHS120	MHH517	fam-neg2	0.295163635242
MHS120	MHH600	fam-neg2	0.425769342577
MHS120	MHS134	fam-neg2	0.3706098
MHS120	MHH334	fam-neg2	0.596506920175
MHS120	MHH365	fam-neg2	0.483321096664
MHS120	MHH547	fam-neg2	0.443263772163
MHS120	MHH612	fam-neg2	0.345990598101
MHS120	MHH262	fam-neg2	0.504375450438
MHS120	MHH345	fam-neg2	0.443038072152
MHS120	MHH368	fam-neg2	0.395050969753
MHS120	MHH267	fam-neg2	0.4916522
MHS120	MHH355	fam-neg2	0.44710154471
MHS120	MHH382	fam-neg2	0.573140535971
MHS120	MHH391	fam-neg2	0.549544154954
MHS120	MHH599	fam-neg2	0.530300829545
MHS120	MHS140	fam-neg2	0.423287971164
MHS120	MHH360	fam-neg2	0.6721367
MHS120	MHH536	fam-neg2	0.595986559599
MHS120	MHH570	fam-neg2	0.559022433853
MHS120	MHH620	fam-neg2	0.476069626197
MHS120	MHH350	fam-neg2	0.500063225009
MHS120	MHH387	fam-neg2	0.495086074754
MHS120	MHH526	fam-neg2	0.534724306945
MHS120	MHH629	fam-neg2	0.388360638836
MHS120	MHH555	fam-neg2	0.589451858945
MHS120	MHH586	fam-neg2	0.577715036657
MHS120	MHS123	fam-neg2	0.595549239332
MHS120	MHH578	fam-neg2	0.495152625242
MHS120	MHS118	fam-neg2	0.3361211
MHS120	MHH525	fam-neg2	0.61440128072
MHS120	MHH560	fam-neg2	0.33440123344
MHS120	MHH591	fam-neg2	0.629511381476
MHS120	MHS126	fam-neg2	0.3729504
MHS120	MHH523	fam-neg2	0.787220210639
MHS120	MHH610	fam-neg2	0.5429952
MHS120	MHH628	fam-neg2	0.653479630696
MHS120	MHH613	fam-neg2	0.80513097077
MHS120	MHS128	fam-neg2	0.715619685781
MHS138	MHH595	fam-fam	0.189418778413
MHS138	MHS120	fam-fam	0.4349141
MHS138	MHH594	fam-fam	0.755432936685
MHS138	MHS119	fam-fam	0.588018479401
MHS138	MHS137	fam-fam	0.734020873402
MHS138	MBH043	fam-fam	0.309849069015
MHS138	MBH052	fam-fam	0.326380567362
MHS138	MBH059	fam-fam	0.744576087229
MHS138	MBH060	fam-fam	0.4559093
MHS138	MBH089	fam-fam	0.659460634054
MHS138	MBS1141	fam-fam	0.90060880497
MHS138	MBS1174	fam-fam	0.5077964
MHS138	MHH336	fam-fam	0.753905261524
MHS138	MHH366	fam-fam	0.359822232009
MHS138	MHH552	fam-fam	0.328650899298
MHS138	MHH616	fam-fam	0.4471429
MHS138	MBH050	fam-fam	0.328852433557
