indiv	fam	timepoint	relation	0.0	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.11	0.12	0.13	0.14	0.15	0.16	0.17	0.18	0.19	0.2	0.21	0.22	0.23	0.24	0.25	0.26	0.27	0.28	0.29	0.3	0.31	0.32	0.33	0.34	0.35	0.36	0.37	0.38	0.39	0.4	0.41	0.42	0.43	0.44	0.45	0.46	0.47	0.48	0.49	0.5	0.51	0.52	0.53	0.54	0.55	0.56	0.57	0.58	0.59	0.6	0.61	0.62	0.63	0.64	0.65	0.66	0.67	0.68	0.69	0.7	0.71	0.72	0.73	0.74	0.75	0.76	0.77	0.78	0.79	0.8	0.81	0.82	0.83	0.84	0.85	0.86	0.87	0.88	0.89	0.9	0.91	0.92	0.93	0.94	0.95	0.96	0.97	0.98	0.99
fam0504-F2-V01	fam0504	F2	V01	0	0	0	0	0	0	0	0	0	2	15	23	53	58	95	127	268	255	322	279	595	589	532	853	148	1147	947	807	822	521	1238	706	147	1477	229	964	972	523	917	126	1401	878	805	397	325	906	854	598	115	0	2177	66	611	781	629	383	420	707	753	129	1084	684	337	657	553	234	1003	36	422	415	802	351	637	431	34	751	649	235	452	58	898	664	224	582	485	491	358	230	417	149	919	389	541	341	324	250	121	14	1	7975
fam0504-F2-V02	fam0504	F2	V02	0	0	0	6	148	469	963	1268	1676	1755	2148	2019	2099	2203	2031	2121	2139	1987	1937	1495	2068	1703	1645	1510	1302	1787	1461	1379	1416	1278	1422	1365	1378	1333	1270	1278	1443	1335	1386	1243	1585	1305	1301	1258	1225	1173	1102	1010	975	613	1382	939	942	947	846	846	854	790	770	582	736	593	528	514	506	445	448	352	377	331	408	353	337	322	233	404	318	272	292	219	375	331	277	276	304	306	327	254	323	252	461	305	445	419	522	649	823	1006	1545	15149
fam0504-F2-V06	fam0504	F2	V06	0	0	0	24	249	867	1478	1820	2280	2130	2433	2130	2382	2254	2251	2183	2301	2306	2387	2033	2727	2370	2454	2395	1999	2831	2500	2388	2401	2299	2403	2091	2129	2063	1834	1765	1739	1555	1563	1261	1570	1259	1281	1173	1089	1176	1044	976	992	565	1300	835	950	906	951	876	879	870	890	678	966	905	839	773	746	705	757	647	610	542	573	526	490	417	316	492	373	282	286	200	361	297	250	245	270	252	286	231	310	244	378	349	407	475	503	553	628	714	1168	10437
fam0504-F2-V07	fam0504	F2	V07	0	0	0	10	107	333	621	1076	1329	1560	1843	1850	2115	2083	2148	2267	2199	2212	2344	1947	2480	2113	1957	1883	1594	1952	1540	1411	1355	1104	1203	974	958	945	763	827	807	827	855	575	878	761	810	751	802	877	814	877	860	513	1303	814	829	846	805	773	758	751	782	699	894	722	845	788	800	814	906	762	968	891	1058	974	1098	1054	903	1281	1072	1067	983	786	1017	834	731	640	640	585	502	430	512	380	717	546	736	807	948	1275	1794	2426	3554	16795
fam0504-F2-V08	fam0504	F2	V08	0	0	52	640	1484	1827	1823	1728	1718	1539	1738	1599	1702	1613	1564	1574	1545	1484	1450	1361	1469	1290	1281	1272	1200	1474	1456	1449	1584	1662	1920	1745	1789	1741	1692	1659	1669	1655	1521	1322	1521	1314	1305	1241	1208	1188	1179	1075	1043	824	1322	978	1023	976	998	942	1003	1036	1107	990	1164	1142	1138	1178	1107	1066	1002	825	789	658	626	541	560	465	346	485	452	386	415	313	473	409	393	423	415	384	408	410	448	395	561	523	600	692	790	1007	1198	1462	2645	23348
fam0504-F2-V09	fam0504	F2	V09	0	0	0	9	137	472	919	1197	1537	1530	1825	1726	1825	1807	1821	1847	1976	1863	1842	1569	2120	1768	1756	1761	1392	1962	1586	1473	1406	1265	1369	1254	1030	1246	1010	1096	1012	914	978	679	1223	917	895	807	836	961	935	796	734	362	1290	699	823	718	730	681	686	762	760	585	948	786	782	801	827	852	971	782	1008	800	1096	922	960	862	612	1048	919	754	745	553	921	693	624	638	622	590	622	570	730	594	976	753	999	974	1115	1236	1466	1484	1754	12773
fam0504-F2-V10	fam0504	F2	V10	0	0	0	0	0	0	1	27	98	159	313	401	606	699	797	920	1098	1229	1069	958	1604	1327	1237	1379	647	1872	1305	1114	1236	932	1428	1067	602	1595	660	1154	1104	784	1025	366	1449	980	972	582	584	992	823	766	577	21	2003	424	841	814	714	649	620	826	826	349	1134	771	668	705	771	592	1131	294	788	547	940	557	842	674	244	890	907	539	699	244	1069	690	589	621	635	659	588	457	627	350	918	492	726	592	560	588	650	378	60	12994
fam0504-F3-V01	fam0504	F3	V01	0	0	0	0	0	0	1	0	3	0	5	5	16	31	41	61	152	156	152	134	282	309	234	401	36	437	326	324	259	121	515	207	9	420	12	249	292	75	233	12	424	231	147	76	51	294	254	88	9	0	753	7	147	303	255	104	131	255	355	39	587	383	164	458	348	112	701	15	375	367	764	333	679	441	21	752	690	220	506	46	1126	845	291	633	593	592	458	306	446	164	1354	538	789	527	416	296	84	9	2	12026
fam0504-F3-V02	fam0504	F3	V02	0	0	0	0	0	0	0	0	0	1	2	9	16	17	22	45	71	91	94	83	150	160	138	216	29	277	204	192	172	100	331	172	14	314	33	181	213	69	157	18	323	170	161	70	47	204	203	107	11	0	501	3	120	176	208	66	96	177	220	26	318	196	87	227	191	64	368	5	180	170	345	168	295	205	19	370	350	108	255	20	580	455	127	360	347	368	272	214	344	141	1112	512	806	621	649	504	191	13	3	21652
fam0504-F3-V04	fam0504	F3	V04	0	0	103	713	877	593	261	141	79	56	44	34	26	20	23	24	19	11	21	6	24	16	13	9	5	10	16	16	6	9	12	8	3	16	4	12	11	9	11	4	31	12	10	7	8	16	24	18	8	6	72	4	21	20	36	8	12	27	42	7	68	43	17	44	53	15	71	14	50	35	72	45	86	79	23	128	109	75	94	55	191	138	137	161	195	221	251	235	357	306	631	603	862	1265	1879	3153	4846	5975	6464	34957
fam0504-F3-V05	fam0504	F3	V05	0	0	0	0	0	1	6	38	122	194	425	625	768	979	919	1094	1182	1259	1184	932	1543	1229	1126	1179	652	1497	971	822	926	719	949	696	520	975	459	636	613	489	534	219	736	488	465	317	332	496	433	431	287	10	1131	274	569	506	498	519	499	691	649	360	1026	759	726	731	855	758	1007	505	976	728	1148	768	969	877	418	1179	1046	692	805	396	1144	825	736	691	733	862	728	522	765	416	976	569	761	683	658	744	742	529	109	16253
fam0504-F3-V09	fam0504	F3	V09	0	0	0	0	0	0	0	0	1	1	2	8	15	32	72	83	166	187	220	210	428	464	407	611	139	904	782	632	670	415	1142	664	117	1427	146	835	879	444	809	122	1205	783	669	336	224	754	752	456	93	0	2035	42	485	674	591	261	325	556	694	84	931	631	305	628	536	213	914	29	452	412	804	409	661	422	35	681	558	201	416	50	795	573	207	440	364	352	244	171	213	77	712	301	404	253	278	184	64	11	0	12387
fam0504-T-V00	fam0504	T	V00	0	4	1	7	5	12	14	14	30	37	49	39	55	52	56	58	59	49	54	49	71	51	57	47	53	58	65	47	56	44	53	47	47	56	45	49	56	63	46	57	66	62	61	55	49	56	57	55	46	35	55	46	50	55	55	44	50	46	56	44	48	45	51	45	57	38	44	37	43	48	51	58	70	56	57	77	78	62	63	73	92	71	82	65	58	57	49	43	50	35	141	86	128	144	233	430	844	1527	2555	52039
fam0504-T-V02	fam0504	T	V02	0	0	0	0	0	0	0	0	2	4	19	32	82	120	191	210	405	426	464	431	880	904	844	1190	249	1624	1323	1128	1134	819	1717	1217	263	2222	371	1459	1389	787	1391	235	1834	1274	1227	626	559	1222	1111	948	291	0	2831	166	901	906	745	523	579	791	810	174	1118	745	394	678	600	297	907	49	463	407	730	374	640	376	40	593	509	201	351	62	667	473	190	358	297	307	205	153	212	91	559	226	334	200	211	169	101	23	2	9910
fam0504-T-V07	fam0504	T	V07	0	0	0	0	0	0	0	1	1	0	2	2	8	8	18	19	42	35	54	46	115	129	123	198	25	252	220	213	186	127	365	193	23	438	30	266	315	112	224	21	431	244	203	91	62	303	260	139	26	0	760	20	159	266	248	81	136	202	256	34	414	264	106	293	230	88	426	8	168	203	496	197	375	229	10	412	323	104	249	20	671	507	155	406	351	394	313	201	382	122	1309	535	794	592	551	413	145	19	1	12185
fam0504-T-V08	fam0504	T	V08	0	0	0	0	0	9	21	49	125	192	351	407	658	769	845	957	1034	1213	1113	882	1495	1194	1206	1130	816	1434	1073	952	912	747	871	671	541	690	457	526	484	366	371	193	442	306	329	179	188	285	263	237	176	16	573	148	317	269	259	283	297	363	388	212	567	426	442	496	545	603	757	434	739	612	932	681	851	787	479	1119	901	721	852	449	1049	748	668	582	609	628	575	427	583	338	813	633	745	749	824	1090	1392	1417	631	23390
fam0504-T-V09	fam0504	T	V09	0	0	0	2	32	210	610	1011	1477	1533	1845	1735	1745	1614	1504	1379	1268	1205	1078	773	934	741	588	551	327	446	362	310	266	190	258	197	110	218	113	158	154	123	146	71	184	139	171	110	102	170	168	148	108	12	358	92	151	161	173	148	161	232	207	124	293	241	218	241	267	278	384	271	419	370	581	479	628	625	487	932	929	855	1068	860	1454	1193	1255	1209	1215	1215	1195	1006	1044	837	1174	855	990	949	931	1047	1223	1563	2592	24566
fam0505-T-V00	fam0505	T	V00	0	0	0	3	4	2	5	7	1	4	1	5	4	9	11	3	4	6	3	5	12	8	6	5	10	8	8	8	11	11	2	3	7	9	5	8	12	4	1	6	7	5	1	13	8	7	4	7	5	7	9	5	5	3	7	4	7	11	6	5	4	3	9	5	12	5	11	6	2	5	7	7	6	8	3	7	7	4	6	5	10	10	7	15	10	15	9	8	21	15	70	40	76	89	126	238	422	968	2816	57037
fam0505-T-V01	fam0505	T	V01	0	0	2	1	1	2	2	10	6	3	6	9	6	7	7	9	3	4	7	4	11	3	2	1	14	7	5	8	7	12	12	13	12	6	4	5	6	6	5	4	6	6	6	1	11	2	10	11	8	4	8	3	6	5	3	8	12	5	9	8	8	5	3	4	2	5	5	5	3	8	10	4	6	9	4	4	5	3	8	2	14	9	6	19	13	12	19	12	12	11	80	40	85	85	127	202	440	908	2746	56606
fam0505-T-V02	fam0505	T	V02	0	1	2	2	13	4	5	14	2	5	15	5	7	8	5	9	6	4	9	12	8	4	8	3	6	10	13	8	7	8	6	12	7	2	7	7	11	5	9	7	8	11	5	5	5	7	6	17	7	4	8	5	9	10	6	10	6	10	3	8	12	4	5	8	4	13	6	2	9	14	6	6	11	6	5	3	6	7	8	3	22	16	7	14	15	13	33	14	24	21	77	55	99	107	157	242	413	988	3907	59805
fam0505-T-V03	fam0505	T	V03	0	0	30	141	153	161	157	146	142	110	84	90	62	89	65	53	57	60	50	41	38	56	38	37	27	33	21	25	26	20	12	8	14	11	8	8	9	12	10	2	3	8	6	6	7	9	5	6	5	10	10	3	12	4	13	4	9	7	13	4	9	10	10	8	6	9	18	9	17	12	14	7	16	18	6	14	23	13	16	9	27	17	13	21	23	30	21	31	31	31	81	57	76	98	121	209	334	695	2684	62046
fam0505-T-V04	fam0505	T	V04	0	0	1	0	0	3	19	21	40	41	61	71	60	46	62	86	54	67	62	41	82	54	57	59	39	63	69	53	59	45	48	51	55	44	46	66	52	56	49	40	36	43	50	43	51	52	37	42	33	22	43	44	40	57	42	45	44	32	45	35	49	35	39	41	39	39	36	24	35	23	27	32	34	33	18	19	25	14	15	15	24	19	13	12	14	16	20	20	41	21	112	66	130	169	200	370	728	1336	1756	52504
